id	selected_rank	oracle_rank	top1_chrfpp	selected_chrfpp	oracle_chrfpp	selected_delta_vs_top1	oracle_gain_vs_top1	gap_selected_to_oracle	selected_relation_vs_top1	selected_matches_oracle_rank	oracle_not_rank1	selected_source_overlap	top1_source_overlap	oracle_source_overlap	selected_len_ratio	top1_len_ratio	oracle_len_ratio	decision_label_for_10b	source	selected_matched_source	selected_candidate	top1_candidate	oracle_candidate	reference
b.JOH.12.17	2	2	32.692879	37.533545	37.533545	4.840666	4.840666	0.000000	better	true	true	0.281250	0.217391	0.281250	0.980952	0.361905	0.980952	AMBIGUOUS	The people therefore that was with him when he called Lazarus out of his grave, and raised him from the dead, bare record.	Which he wrought in Christ, when he raised him from the dead, and set him at his own right hand in the heavenly places,	ⲐⲎ ⲈⲦⲀϤⲈⲢϨⲰⲂ ⲈⲢⲞⲤ ϦⲈⲚⲠⲬⲢⲒⲤⲦⲞⲤ ⲈⲀϤⲦⲞⲨⲚⲞⲤϤ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ ⲞⲨⲞϨ ⲀϤⲦϨⲈⲘⲤⲞϤ ⲤⲀⲞⲨⲒⲚⲀⲘ ⲘⲘⲞϤ ϦⲈⲚⲚⲀ ⲚⲒⲪⲎⲞⲨⲒ.	ⲪⲚⲞⲨϮ ⲆⲈ ⲀϤⲦⲞⲨⲚⲞⲤϤ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ.	ⲐⲎ ⲈⲦⲀϤⲈⲢϨⲰⲂ ⲈⲢⲞⲤ ϦⲈⲚⲠⲬⲢⲒⲤⲦⲞⲤ ⲈⲀϤⲦⲞⲨⲚⲞⲤϤ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ ⲞⲨⲞϨ ⲀϤⲦϨⲈⲘⲤⲞϤ ⲤⲀⲞⲨⲒⲚⲀⲘ ⲘⲘⲞϤ ϦⲈⲚⲚⲀ ⲚⲒⲪⲎⲞⲨⲒ.	ⲚⲀϤⲈⲢⲘⲈⲐⲢⲈ ⲞⲨⲚ ⲠⲈ ⲚϪⲈⲠⲒⲘⲎϢ ⲈⲚⲀϤⲚⲈⲘⲀϤ ϪⲈ ⲀϤⲘⲞⲨϮ ⲈⲖⲀⲌⲀⲢⲞⲤ ⲈⲂⲞⲖ ϦⲈⲚⲠⲒⲘϨⲀⲨ ⲞⲨⲞϨ ⲀϤⲦⲞⲨⲚⲞⲤϤ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ.
b.JOH.12.18	2	7	17.431035	18.690956	26.275050	1.259921	8.844015	7.584094	better	false	true	0.162162	0.173913	0.178571	2.522388	0.835821	1.223881	SWAP_TO_RANK_7	For this cause the people also met him, for that they heard that he had done this miracle.	Wherefore, though I wrote unto you, I did it not for his cause that had done the wrong, nor for his cause that suffered wrong, but that our care for you in the sight of God might appear unto you.	ϨⲀⲢⲀ ⲒⲤϪⲈ ⲀⲒⲤϦⲀⲒ ⲚⲰⲦⲈⲚ ⲈⲐⲂⲈ ⲪⲎ ⲀⲚ ⲈⲦⲀϤϬⲒⲚϪⲞⲚⲤ ⲞⲨⲆⲈ ⲈⲐⲂⲈ ⲪⲎ ⲀⲚ ⲈⲦⲀⲨϬⲒⲦϤ ⲚϪⲞⲚⲤ ⲀⲖⲖⲀ ϪⲈ ϨⲒⲚⲀ ⲚⲦⲈⲤⲞⲨⲰⲚϨ ⲈⲂⲞⲖ ⲚϪⲈⲦⲈⲦⲈⲚⲤⲠⲞⲨⲆⲎ ⲐⲀⲒ ⲈⲦⲈⲦⲈⲚⲒⲢⲒ ⲘⲘⲞⲤ ⲈϨⲢⲎⲒ ⲈϪⲰⲚ ϨⲀⲢⲰⲦⲈⲚ ⲘⲠⲈⲘⲐⲞ ⲘⲠϬⲤ	ⲀⲨϢⲐⲞⲢⲦⲈⲢ ⲆⲈ ⲘⲠⲒⲘⲎϢ ⲚⲈⲘ ⲚⲒⲀⲢⲬ ⲰⲚ ⲚⲦⲈϮⲠⲞⲖⲒⲤ ⲈⲨⲤⲰⲦⲈⲘ ⲈⲚⲀⲒ.	ⲈⲠⲒⲆⲎ ⲚⲀϤⲘⲈⲒ ⲚⲚⲀⲨ ⲈⲢⲰⲦⲈⲚ ⲦⲎⲢⲞⲨ ⲠⲈ ⲞⲨⲞϨ ⲚⲀϤⲘⲞⲔϨ ⲚϨⲎⲦ ⲈⲐⲂⲈ ϪⲈ ⲀⲦⲈⲦⲈⲚⲤⲰⲦⲈⲘ ϪⲈ ⲀϤϢⲰⲚⲒ.	ⲈⲐⲂⲈⲪⲀⲒ ⲚⲀⲨⲚⲎⲞⲨ ⲈⲂⲞⲖ ϨⲀⲢⲞϤ ⲠⲈ ⲚϪⲈⲠⲒⲘⲎϢ ϪⲈ ⲀⲨⲤⲰⲦⲈⲘ ϪⲈ ⲀϤⲈⲢ ⲠⲀⲒⲘⲎⲒⲚⲒ.
b.JOH.12.19	1	4	14.572380	14.572380	23.715718	0.000000	9.143338	9.143338	tie	false	true	0.076923	0.076923	0.156250	1.696970	1.696970	1.000000	SWAP_TO_RANK_4	The Pharisees therefore said among themselves, Perceive ye how ye prevail nothing? behold, the world is gone after him.	For we dare not make ourselves of the number, or compare ourselves with some that commend themselves: but they measuring themselves by themselves, and comparing themselves among themselves, are not wise.	ⲚⲦⲈⲚⲈⲢⲦⲞⲖⲘⲀⲚ ⲄⲀⲢ ⲀⲚ ⲈⲦⲈⲚⲐⲰⲚⲈⲚ ⲒⲈ ⲈϢⲒⲦⲈⲚ ⲈϨⲀⲚⲞⲨⲞⲚ ⲚⲎ ⲈⲦⲦⲀϨⲞ ⲘⲘⲰⲞⲨ ⲈⲢⲀⲦⲞⲨ ⲘⲘⲀⲨⲀⲦⲞⲨ ⲀⲖⲖⲀ ⲚⲐⲰⲞⲨ ⲚϦⲢⲎⲒ ⲚϦⲎⲦⲞⲨ ⲈⲨϢⲒ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲈⲨⲐⲞⲚⲦⲈⲚ ⲘⲘⲰⲞⲨ ⲈⲢⲰⲞⲨ ⲘⲘⲒⲚ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲚⲤⲈⲔⲀϮ ⲀⲚ.	ⲚⲦⲈⲚⲈⲢⲦⲞⲖⲘⲀⲚ ⲄⲀⲢ ⲀⲚ ⲈⲦⲈⲚⲐⲰⲚⲈⲚ ⲒⲈ ⲈϢⲒⲦⲈⲚ ⲈϨⲀⲚⲞⲨⲞⲚ ⲚⲎ ⲈⲦⲦⲀϨⲞ ⲘⲘⲰⲞⲨ ⲈⲢⲀⲦⲞⲨ ⲘⲘⲀⲨⲀⲦⲞⲨ ⲀⲖⲖⲀ ⲚⲐⲰⲞⲨ ⲚϦⲢⲎⲒ ⲚϦⲎⲦⲞⲨ ⲈⲨϢⲒ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲈⲨⲐⲞⲚⲦⲈⲚ ⲘⲘⲰⲞⲨ ⲈⲢⲰⲞⲨ ⲘⲘⲒⲚ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲚⲤⲈⲔⲀϮ ⲀⲚ.	ⲦⲞⲦⲈ ⲀⲨⲒ ϨⲀⲢⲞϤ ⲚϪⲈⲚⲈϤⲘⲀⲐⲎⲦⲎⲤ ⲠⲈϪⲰⲞⲨ ⲚⲀϤ ϪⲈ ⲔⲈⲘⲒ ϪⲈ ⲈⲦⲀ ⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ ⲤⲰⲦⲈⲘ ⲈⲠⲀⲒⲤⲀϪⲒ ⲀⲨⲈⲢⲤⲔⲀⲚⲆⲀⲖⲒⲌⲈⲤⲐⲈ.	ⲠⲈϪⲈ ⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ ⲞⲨⲚ ⲚⲚⲞⲨⲈⲢⲎⲞⲨ ϪⲈ ⲦⲈⲚⲚⲀⲨ ϪⲈ ⲦⲈⲚⲚⲀϪⲈⲘϨⲎⲞⲨ ⲚϨⲖⲒ ⲀⲚ ⲒⲤ ⲠⲒⲔⲞⲤⲘⲞⲤ ⲦⲎⲢϤ ⲀϤϢⲈ ⲚⲀϤ ⲤⲀⲘⲈⲚϨⲎϤ.
b.JOH.12.2	1	5	21.894190	21.894190	23.972345	0.000000	2.078155	2.078155	tie	false	true	0.270270	0.270270	0.343750	1.031915	1.031915	1.244681	AMBIGUOUS	There they made him a supper; and Martha served: but Lazarus was one of them that sat at the table with him.	And when one of them that sat at meat with him heard these things, he said unto him, Blessed is he that shall eat bread in the kingdom of God.	ⲈⲦⲀϤⲤⲰⲦⲈⲘ ⲆⲈ ⲈⲚⲀⲒ ⲚϪⲈⲞⲨⲀⲒ ⲚⲚⲎ ⲈⲐⲢⲞⲦⲈⲂ ⲠⲈϪⲀϤ ϪⲈ ⲰⲞⲨⲚⲒⲀⲦϤ ⲘⲪⲎ ⲈⲐⲚⲀⲞⲨⲰⲘ ⲚⲞⲨⲰⲒⲔ ϦⲈⲚϮⲘⲈⲦⲞⲨⲢⲞ ⲚⲦⲈⲪⲚⲞⲨϮ.	ⲈⲦⲀϤⲤⲰⲦⲈⲘ ⲆⲈ ⲈⲚⲀⲒ ⲚϪⲈⲞⲨⲀⲒ ⲚⲚⲎ ⲈⲐⲢⲞⲦⲈⲂ ⲠⲈϪⲀϤ ϪⲈ ⲰⲞⲨⲚⲒⲀⲦϤ ⲘⲪⲎ ⲈⲐⲚⲀⲞⲨⲰⲘ ⲚⲞⲨⲰⲒⲔ ϦⲈⲚϮⲘⲈⲦⲞⲨⲢⲞ ⲚⲦⲈⲪⲚⲞⲨϮ.	ⲞⲨⲞϨ ⲖⲈⲨⲒ ⲀϤⲈⲢ ⲞⲨⲚⲒϢϮ ⲚϢⲞⲠⲤ ⲈⲢⲞϤ ⲚϦⲞⲨⲚ ϦⲈⲚⲠⲈϤⲎⲒ ⲞⲨⲞϨ ⲚⲈⲞⲨⲞⲚ ⲞⲨⲚⲒϢϮ ⲘⲘⲎϢ ⲚⲦⲈⲚⲒⲦⲈⲖⲰⲚⲎⲤ ⲚⲈⲘ ϨⲀⲚⲔⲈⲬ ⲰⲞⲨⲚⲒ ⲈⲨⲢⲞⲦⲈⲂ ⲚⲈⲘⲰⲞⲨ.	ⲀⲨⲈⲢ ⲞⲨⲆⲒⲠⲚⲞⲚ ⲈⲢⲞϤ ⲘⲠⲒⲘⲀ ⲈⲦⲈⲘⲘⲀⲨ ⲞⲨⲞϨ ⲘⲀⲢⲐⲀ ⲚⲀⲤϢⲈⲘϢⲒ ⲞⲨⲞϨ ⲖⲀⲌⲀⲢⲞⲤ ⲚⲈⲞⲨⲀⲒ ⲠⲈ ⲚⲚⲎ ⲈⲐⲢⲞⲦⲈⲂ ⲚⲈⲘⲀϤ.
b.JOH.12.20	1	6	14.562332	14.562332	25.974298	0.000000	11.411966	11.411966	tie	false	true	0.153846	0.153846	0.193548	0.985714	0.985714	2.228571	SWAP_TO_RANK_6	And there were certain Greeks among them that came up to worship at the feast:	But they said, Not on the feast day, lest there be an uproar among the people.	ⲚⲀⲨϪⲰ ⲘⲘⲞⲤ ⲠⲈ ϪⲈ ⲘⲠⲈⲚⲐⲢⲈⲚⲀⲒⲤ ϦⲈⲚⲠϢⲀⲒ ϪⲈ ⲚⲚⲈ ⲞⲨϢⲐⲞⲢⲦⲈⲢ ϢⲰⲠⲒ ϦⲈⲚⲠⲒⲖⲀⲞⲤ.	ⲚⲀⲨϪⲰ ⲘⲘⲞⲤ ⲠⲈ ϪⲈ ⲘⲠⲈⲚⲐⲢⲈⲚⲀⲒⲤ ϦⲈⲚⲠϢⲀⲒ ϪⲈ ⲚⲚⲈ ⲞⲨϢⲐⲞⲢⲦⲈⲢ ϢⲰⲠⲒ ϦⲈⲚⲠⲒⲖⲀⲞⲤ.	ⲪⲀⲒ ⲆⲈ ⲀϤϢⲰⲠⲒ ⲈϤⲞⲨⲞⲚϨ ⲈⲂⲞⲖ ⲚⲚⲒⲒⲞⲨⲆⲀⲒ ⲦⲎⲢⲞⲨ ⲚⲈⲘ ⲚⲒⲞⲨⲈⲒⲚⲒⲚ ⲈⲦϢⲞⲠ ϦⲈⲚⲈⲪⲈⲤⲞⲤ ⲞⲨⲞϨ ⲞⲨϨⲞϮ ⲀⲤⲒ ⲈϨⲢⲎⲒ ⲈϪⲰⲞⲨ ⲦⲎⲢⲞⲨ ⲞⲨⲞϨ ⲚⲀϤⲚⲎⲞⲨ ⲚϬⲒⲤⲒ ⲚϪⲈⲪⲢⲀⲚ ⲘⲠϬⲞⲒⲤ ⲒⲎⲤⲞⲨⲤ ⲠⲬⲢⲒⲤⲦⲞⲤ.	ⲚⲈ ⲞⲨⲞⲚ ϨⲀⲚⲞⲨⲈⲒⲚⲒⲚ ⲆⲈ ⲠⲈ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲚⲎⲞⲨ ⲈϨⲢⲎⲒ ⲈⲠϢⲀⲒ ϨⲒⲚⲀ ⲚⲦⲞⲨⲞⲨⲰϢⲦ.
b.JOH.12.21	1	2	25.208889	25.208889	29.876409	0.000000	4.667520	4.667520	tie	false	true	0.242424	0.242424	0.233333	0.982456	0.982456	0.903509	AMBIGUOUS	The same came therefore to Philip, which was of Bethsaida of Galilee, and desired him, saying, Sir, we would see Jesus.	Now Peter sat without in the palace: and a damsel came unto him, saying, Thou also wast with Jesus of Galilee.	ⲠⲈⲦⲢⲞⲤ ⲆⲈ ⲚⲀϤϨⲈⲘⲤⲒ ⲤⲀⲂⲞⲖ ⲠⲈ ϦⲈⲚϮⲀⲨⲖⲎ ⲞⲨⲞϨ ⲀⲤⲒ ϨⲀⲢⲞϤ ⲚϪⲈⲞⲨⲂⲰⲔⲒ ⲈⲤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲚⲐⲞⲔ ϨⲰⲔ ⲚⲀⲔⲬⲎ ⲚⲈⲘ ⲒⲎⲤⲞⲨⲤ ⲠⲒⲄⲀⲖⲒⲖⲈⲞⲤ.	ⲠⲈⲦⲢⲞⲤ ⲆⲈ ⲚⲀϤϨⲈⲘⲤⲒ ⲤⲀⲂⲞⲖ ⲠⲈ ϦⲈⲚϮⲀⲨⲖⲎ ⲞⲨⲞϨ ⲀⲤⲒ ϨⲀⲢⲞϤ ⲚϪⲈⲞⲨⲂⲰⲔⲒ ⲈⲤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲚⲐⲞⲔ ϨⲰⲔ ⲚⲀⲔⲬⲎ ⲚⲈⲘ ⲒⲎⲤⲞⲨⲤ ⲠⲒⲄⲀⲖⲒⲖⲈⲞⲤ.	ⲦⲞⲦⲈ ⲀⲨⲈⲢⲞⲨⲰ ⲚϪⲈϨⲀⲚⲞⲨⲞⲚ ⲈⲂⲞⲖ ϦⲈⲚⲚⲒⲤⲀϦ ⲚⲈⲘ ⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲠⲢⲈϤϮⲤⲂⲰ ⲦⲈⲚⲞⲨⲰϢ ⲈⲚⲀⲨ ⲈⲞⲨⲘⲎⲒⲚⲒ ⲚⲦⲞⲦⲔ.	ⲚⲀⲒ ⲞⲨⲚ ⲚⲀⲨⲒ ϨⲀ ⲪⲒⲖⲒⲠⲠⲞⲤ ⲠⲒⲢⲈⲘⲂⲎ ⲐⲤⲀⲒⲆⲀ ⲚⲦⲈϮⲄⲀⲖⲒⲖⲈⲀ ⲞⲨⲞϨ ⲚⲀⲨϮϨⲞ ⲈⲢⲞϤ ⲠⲈ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲠⲈⲚϬⲞⲒⲤ ⲦⲈⲚⲞⲨⲰϢ ⲈⲚⲀⲨ ⲈⲒⲎⲤⲞⲨⲤ.
b.JOH.12.22	1	2	26.036398	26.036398	28.441032	0.000000	2.404634	2.404634	tie	false	true	0.157895	0.157895	0.150000	1.232877	1.232877	1.054795	AMBIGUOUS	Philip cometh and telleth Andrew: and again Andrew and Philip tell Jesus.	Simon, (whom he also named Peter,) and Andrew his brother, James and John, Philip and Bartholomew,	ⲤⲒⲘⲰⲚ ⲪⲎ ⲈⲦⲞⲨⲘⲞⲨϮ ⲈⲢⲞϤ ϪⲈ ⲠⲈⲦⲢⲞⲤ ⲚⲈⲘ ⲀⲚⲆⲢⲈⲀⲤ ⲒⲀⲔⲰⲂⲞⲤ ⲚⲈⲘ ⲒⲰⲀⲚⲚⲎⲤ ⲪⲒⲖⲒⲠⲠⲞⲤ ⲚⲈⲘ ⲂⲀⲢⲐⲞⲖⲞⲘⲈⲞⲤ.	ⲤⲒⲘⲰⲚ ⲪⲎ ⲈⲦⲞⲨⲘⲞⲨϮ ⲈⲢⲞϤ ϪⲈ ⲠⲈⲦⲢⲞⲤ ⲚⲈⲘ ⲀⲚⲆⲢⲈⲀⲤ ⲒⲀⲔⲰⲂⲞⲤ ⲚⲈⲘ ⲒⲰⲀⲚⲚⲎⲤ ⲪⲒⲖⲒⲠⲠⲞⲤ ⲚⲈⲘ ⲂⲀⲢⲐⲞⲖⲞⲘⲈⲞⲤ.	ⲀϤⲞⲨⲰⲚ ⲆⲈ ⲚⲢⲰϤ ⲚϪⲈⲪⲒⲖⲒⲠⲠⲞⲤ ⲀϤⲈⲢϨⲎⲦⲤ ⲚϨⲒϢⲈⲚⲚⲞⲨϤⲒ ⲚⲀϤ ⲚⲒⲎⲤⲞⲨⲤ ⲈⲂⲞⲖ ϦⲈⲚⲦⲀⲒⲄⲢⲀⲪⲎ.	ⲀϤⲒ ⲚϪⲈⲪⲒⲖⲒⲠⲠⲞⲤ ⲀϤϪⲞⲤ ⲚⲀⲚⲆⲢⲈⲀⲤ ⲀⲚⲆⲢⲈⲀⲤ ⲞⲚ ⲚⲈⲘ ⲪⲒⲖⲒⲠⲠⲞⲤ ⲀⲨⲒ ⲀⲨϪⲞⲤ ⲚⲒⲎⲤⲞⲨⲤ.
b.JOH.12.23	1	3	37.632241	37.632241	38.775112	0.000000	1.142871	1.142871	tie	false	true	0.260870	0.260870	0.409091	0.958904	0.958904	0.876712	AMBIGUOUS	And Jesus answered them, saying, The hour is come, that the Son of man should be glorified.	And Jesus answered and said unto them, Take heed that no man deceive you.	ⲞⲨⲞϨ ⲀϤⲈⲢⲞⲨⲰ ⲚϪⲈⲒⲎⲤⲞⲨⲤ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲚⲀⲨ ⲘⲠⲈⲢⲬⲀⲤ ⲚⲦⲈⲞⲨⲀⲒ ⲤⲈⲢⲈⲘ ⲐⲎⲚⲞⲨ.	ⲞⲨⲞϨ ⲀϤⲈⲢⲞⲨⲰ ⲚϪⲈⲒⲎⲤⲞⲨⲤ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲚⲀⲨ ⲘⲠⲈⲢⲬⲀⲤ ⲚⲦⲈⲞⲨⲀⲒ ⲤⲈⲢⲈⲘ ⲐⲎⲚⲞⲨ.	ⲚⲐⲞϤ ⲆⲈ ⲀϤⲈⲢⲞⲨⲰ ⲠⲈϪⲀϤ ϪⲈ ⲠⲈⲦⲤⲒϮ ⲘⲠⲒϪⲢⲞϪ ⲈⲐⲚⲀⲚⲈϤ ⲠϢⲎⲢⲒ ⲘⲪⲢⲰⲘⲒ ⲠⲈ.	ⲒⲎⲤⲞⲨⲤ ⲆⲈ ⲀϤⲈⲢⲞⲨⲰ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲤⲒ ⲚϪⲈϮⲞⲨⲚⲞⲨ ϨⲒⲚⲀ ⲚⲦⲈⲠϢⲎⲢⲒ ⲘⲪⲢⲰⲘⲒ ϬⲒⲰⲞⲨ.
b.JOH.12.24	4	2	16.405559	20.477043	28.703417	4.071484	12.297858	8.226374	better	false	true	0.214286	0.156250	0.263158	1.241135	0.645390	0.858156	SWAP_TO_RANK_2	Verily, verily, I say unto you, Except a corn of wheat fall into the ground and die, it abideth alone: but if it die, it bringeth forth much fruit.	Which is come unto you, as it is in all the world; and bringeth forth fruit, as it doth also in you, since the day ye heard of it, and knew the grace of God in truth:	ⲪⲀⲒ ⲈⲦϢⲞⲠ ϦⲈⲚⲐⲎⲚⲞⲨ ⲔⲀⲦⲀ ⲪⲢⲎϮ ⲞⲚ ⲈⲦⲈϤϢⲞⲠ ϦⲈⲚⲠⲒⲔⲞⲤⲘⲞⲤ ⲦⲎⲢϤ ⲈϤϮⲞⲨⲦⲀϨ ⲞⲨⲞϨ ⲈϤⲀⲒⲀⲒ ⲔⲀⲦⲀ ⲪⲢⲎϮ ⲞⲚ ϦⲈⲚⲐⲎⲚⲞⲨ ⲒⲤϪⲈⲚ ⲠⲒⲈϨⲞⲞⲨ ⲈⲦⲀⲢⲈⲦⲈⲚⲤⲰⲦⲈⲘ ⲞⲨⲞϨ ⲈⲦⲀⲢⲈⲦⲈⲚⲤⲞⲨⲈⲚ ⲠⲒϨⲘⲞⲦ ⲚⲦⲈⲪⲚⲞⲨϮ ϦⲈⲚⲞⲨⲘⲈⲐⲘⲎⲒ.	ⲠⲀⲒⲢⲎϮ ϢϢⲎⲚ ⲚⲒⲂⲈⲚ ⲈⲐⲚⲀⲚⲈϤ ϢⲀϤⲈⲚ ⲞⲨⲦⲀϨ ⲈⲚⲀⲚⲈϤ ⲈⲂⲞⲖ ⲠⲒϢϢⲎⲚ ⲆⲈ ⲈⲦϨⲰⲞⲨ ϢⲀϤⲈⲚ ⲞⲨⲦⲀϨ ⲈϤϨⲰⲞⲨ ⲈⲂⲞⲖ.	ⲞⲨⲞϨ ⲠⲈϪⲀϤ ϪⲈ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲈϢⲰⲠ ⲀⲢⲈⲦⲈⲚϢⲦⲈⲘⲔⲈⲦ ⲐⲎⲚⲞⲨ ⲚⲦⲈⲦⲈⲚⲈⲢ ⲘⲪⲢⲎϮ ⲘⲠⲀⲒⲀⲖⲞⲨ ⲚⲚⲈⲦⲈⲚⲒ ⲈϦⲞⲨⲚ ⲈϮⲘⲈⲦⲞⲨⲢⲞ ⲚⲦⲈⲚⲒⲪⲎⲞⲨⲒ.	ⲀⲘⲎⲚ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲀⲢⲈϢⲦⲈⲘ ϮⲚⲀⲪⲢⲒ ⲚⲤⲞⲨⲞ ϨⲈⲒ ⲈϪⲈⲚ ⲠⲒⲔⲀϨⲒ ⲞⲨⲞϨ ⲚⲦⲈⲤⲘⲞⲨ ⲚⲐⲞⲤ ⲘⲘⲀⲨⲀⲦⲤ ⲈϢⲀⲤϢⲰⲠⲒ ⲈϢⲰⲠ ⲆⲈ ⲀⲤϢⲀⲚⲘⲞⲨ ϢⲀⲤⲈⲚ ⲞⲨⲘⲎϢ ⲚⲞⲨⲦⲀϨ ⲈⲂⲞⲖ.
b.JOH.12.25	1	1	32.933450	32.933450	32.933450	0.000000	0.000000	0.000000	tie	true	false	0.363636	0.363636	0.363636	0.684211	0.684211	0.684211	KEEP_TOP1	He that loveth his life shall lose it; and he that hateth his life in this world shall keep it unto life eternal.	He that findeth his life shall lose it: and he that loseth his life for my sake shall find it.	ⲪⲎ ⲈⲦⲀϤϪⲒⲘⲒ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈϤⲈⲦⲀⲔⲞⲤ ⲪⲎ ⲈⲐⲚⲀⲦⲀⲔⲞ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈⲐⲂⲎⲦ ⲈϤⲈϪⲈⲘⲤ.	ⲪⲎ ⲈⲦⲀϤϪⲒⲘⲒ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈϤⲈⲦⲀⲔⲞⲤ ⲪⲎ ⲈⲐⲚⲀⲦⲀⲔⲞ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈⲐⲂⲎⲦ ⲈϤⲈϪⲈⲘⲤ.	ⲪⲎ ⲈⲦⲀϤϪⲒⲘⲒ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈϤⲈⲦⲀⲔⲞⲤ ⲪⲎ ⲈⲐⲚⲀⲦⲀⲔⲞ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈⲐⲂⲎⲦ ⲈϤⲈϪⲈⲘⲤ.	ⲪⲎ ⲈⲐⲘⲈⲒ ⲚⲦⲈϤⲮⲨⲬⲎ ⲈϤⲈⲦⲀⲔⲞⲤ ⲞⲨⲞϨ ⲪⲎ ⲈⲦⲘⲞⲤϮ ⲚⲦⲈϤⲮⲨⲬⲎ ⲚϦⲢⲎⲒ ϦⲈⲚⲠⲀⲒⲔⲞⲤⲘⲞⲤ ⲈϤⲈⲀⲢⲈϨ ⲈⲢⲞⲤ ⲈⲨⲰⲚϦ ⲚⲈⲚⲈϨ.
